name,ra,dec,v,uw2,distance,parallax,v_err_lo,v_err_hi,uw2_err_lo,uw2_err_hi
GaiaJ1644-0449,251.0712541,-4.83011568,17.029225552575376,33.84516330838201,83.045561431698,12.04158275,0.7315579748754324,0.8183016808149048,2.9915571815713804,3.5968998706229343
SDSSJ1330+6435,202.5037393,64.58981956,-21.219937954448152,30.568312253617734,86.46270862469159,11.56567977,3.016056291415371,2.5713322323308283,2.4858455768115206,2.9408570223191575
WDJ2356-209,359.1865393,-20.91490306,-12.934321836885493,122.77608213687293,64.80963816896964,15.42980378,1.028618706687542,0.9546524619568952,4.232107622954672,4.592884136914677
